Type,Sentence,Grammatical,Critical String,Region Start,Region End
<S_XX>,I know that Michael humiliated Christopher last year and started to like Matthew today,True,Matthew,73,80
<S_FG>,I know who Michael humiliated last year and started to like recently,True,recently,60,68
<S_XG>,I know that Michael humiliated Christopher last year and started to like recently,False,recently,73,81
<S_FX>,I know who Michael humiliated last year and started to like Matthew recently,False,Matthew,60,67
<S_XX>,I know that Michael humiliated Christopher last year and started to like Matthew recently,True,Matthew,73,80
<S_FG>,I know who Michael humiliated last year and started to like lately,True,lately,60,66
<S_XG>,I know that Michael humiliated Christopher last year and started to like lately,False,lately,73,79
<S_FX>,I know who Michael humiliated last year and started to like Matthew lately,False,Matthew,60,67
<S_XX>,I know that Michael humiliated Christopher last year and started to like Matthew lately,True,Matthew,73,80
<S_FG>,I know who Michael talked to last year and argued with today,True,today,55,60
<S_XG>,I know that Michael talked to Christopher last year and argued with today,False,today,68,73
<S_FX>,I know who Michael talked to last year and argued with you today,False,you,55,58
<S_XX>,I know that Michael talked to Christopher last year and argued with you today,True,you,68,71
<S_FG>,I know who Michael talked to last year and argued with recently,True,recently,55,63
<S_XG>,I know that Michael talked to Christopher last year and argued with recently,False,recently,68,76
<S_FX>,I know who Michael talked to last year and argued with you recently,False,you,55,58
<S_XX>,I know that Michael talked to Christopher last year and argued with you recently,True,you,68,71
<S_FG>,I know who Michael talked to last year and argued with lately,True,lately,55,61
<S_XG>,I know that Michael talked to Christopher last year and argued with lately,False,lately,68,74
<S_FX>,I know who Michael talked to last year and argued with you lately,False,you,55,58
<S_XX>,I know that Michael talked to Christopher last year and argued with you lately,True,you,68,71
<S_FG>,I know who Michael talked to last year and had a fight with today,True,today,60,65
<S_XG>,I know that Michael talked to Christopher last year and had a fight with today,False,today,73,78
<S_FX>,I know who Michael talked to last year and had a fight with you today,False,you,60,63
<S_XX>,I know that Michael talked to Christopher last year and had a fight with you today,True,you,73,76
<S_FG>,I know who Michael talked to last year and had a fight with recently,True,recently,60,68
<S_XG>,I know that Michael talked to Christopher last year and had a fight with recently,False,recently,73,81
<S_FX>,I know who Michael talked to last year and had a fight with you recently,False,you,60,63
<S_XX>,I know that Michael talked to Christopher last year and had a fight with you recently,True,you,73,76
<S_FG>,I know who Michael talked to last year and had a fight with lately,True,lately,60,66
<S_XG>,I know that Michael talked to Christopher last year and had a fight with lately,False,lately,73,79
<S_FX>,I know who Michael talked to last year and had a fight with you lately,False,you,60,63
<S_XX>,I know that Michael talked to Christopher last year and had a fight with you lately,True,you,73,76
<S_FG>,I know who Michael talked to last year and made peace with today,True,today,59,64
<S_XG>,I know that Michael talked to Christopher last year and made peace with today,False,today,72,77
<S_FX>,I know who Michael talked to last year and made peace with you today,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and made peace with you today,True,you,72,75
<S_FG>,I know who Michael talked to last year and made peace with recently,True,recently,59,67
<S_XG>,I know that Michael talked to Christopher last year and made peace with recently,False,recently,72,80
<S_FX>,I know who Michael talked to last year and made peace with you recently,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and made peace with you recently,True,you,72,75
<S_FG>,I know who Michael talked to last year and made peace with lately,True,lately,59,65
<S_XG>,I know that Michael talked to Christopher last year and made peace with lately,False,lately,72,78
<S_FX>,I know who Michael talked to last year and made peace with you lately,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and made peace with you lately,True,you,72,75
<S_FG>,I know who Michael talked to last year and stopped talking to today,True,today,62,67
<S_XG>,I know that Michael talked to Christopher last year and stopped talking to today,False,today,75,80
<S_FX>,I know who Michael talked to last year and stopped talking to you today,False,you,62,65
<S_XX>,I know that Michael talked to Christopher last year and stopped talking to you today,True,you,75,78
<S_FG>,I know who Michael talked to last year and stopped talking to recently,True,recently,62,70
<S_XG>,I know that Michael talked to Christopher last year and stopped talking to recently,False,recently,75,83
<S_FX>,I know who Michael talked to last year and stopped talking to you recently,False,you,62,65
<S_XX>,I know that Michael talked to Christopher last year and stopped talking to you recently,True,you,75,78
<S_FG>,I know who Michael talked to last year and stopped talking to lately,True,lately,62,68
<S_XG>,I know that Michael talked to Christopher last year and stopped talking to lately,False,lately,75,81
<S_FX>,I know who Michael talked to last year and stopped talking to you lately,False,you,62,65
<S_XX>,I know that Michael talked to Christopher last year and stopped talking to you lately,True,you,75,78
<S_FG>,I know who Michael talked to last year and fell in love with today,True,today,61,66
<S_XG>,I know that Michael talked to Christopher last year and fell in love with today,False,today,74,79
<S_FX>,I know who Michael talked to last year and fell in love with you today,False,you,61,64
<S_XX>,I know that Michael talked to Christopher last year and fell in love with you today,True,you,74,77
<S_FG>,I know who Michael talked to last year and fell in love with recently,True,recently,61,69
<S_XG>,I know that Michael talked to Christopher last year and fell in love with recently,False,recently,74,82
<S_FX>,I know who Michael talked to last year and fell in love with you recently,False,you,61,64
<S_XX>,I know that Michael talked to Christopher last year and fell in love with you recently,True,you,74,77
<S_FG>,I know who Michael talked to last year and fell in love with lately,True,lately,61,67
<S_XG>,I know that Michael talked to Christopher last year and fell in love with lately,False,lately,74,80
<S_FX>,I know who Michael talked to last year and fell in love with you lately,False,you,61,64
<S_XX>,I know that Michael talked to Christopher last year and fell in love with you lately,True,you,74,77
<S_FG>,I know who Michael talked to last year and started to like today,True,today,59,64
<S_XG>,I know that Michael talked to Christopher last year and started to like today,False,today,72,77
<S_FX>,I know who Michael talked to last year and started to like you today,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and started to like you today,True,you,72,75
<S_FG>,I know who Michael talked to last year and started to like recently,True,recently,59,67
<S_XG>,I know that Michael talked to Christopher last year and started to like recently,False,recently,72,80
<S_FX>,I know who Michael talked to last year and started to like you recently,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and started to like you recently,True,you,72,75
<S_FG>,I know who Michael talked to last year and started to like lately,True,lately,59,65
<S_XG>,I know that Michael talked to Christopher last year and started to like lately,False,lately,72,78
<S_FX>,I know who Michael talked to last year and started to like you lately,False,you,59,62
<S_XX>,I know that Michael talked to Christopher last year and started to like you lately,True,you,72,75
<S_FG>,I know who Michael called last year and argued with today,True,today,52,57
<S_XG>,I know that Michael called Christopher last year and argued with today,False,today,65,70
<S_FX>,I know who Michael called last year and argued with you today,False,you,52,55
<S_XX>,I know that Michael called Christopher last year and argued with you today,True,you,65,68
<S_FG>,I know who Michael called last year and argued with recently,True,recently,52,60
<S_XG>,I know that Michael called Christopher last year and argued with recently,False,recently,65,73
<S_FX>,I know who Michael called last year and argued with you recently,False,you,52,55
<S_XX>,I know that Michael called Christopher last year and argued with you recently,True,you,65,68
<S_FG>,I know who Michael called last year and argued with lately,True,lately,52,58
<S_XG>,I know that Michael called Christopher last year and argued with lately,False,lately,65,71
<S_FX>,I know who Michael called last year and argued with you lately,False,you,52,55
