Type,Sentence,Grammatical,Critical String,Region Start,Region End
<S_FG>,I know what the attempt to rebuild finally destroyed nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the ceiling finally destroyed nonetheless,False,nonetheless,65,76
<S_FX>,I know what the attempt to rebuild finally destroyed it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nonetheless,True,it,65,67
<S_FG>,I know what the attempt to rebuild eventually destroyed nevertheless,True,nevertheless,56,68
<S_XG>,I know that the attempt to rebuild the apartment eventually destroyed nevertheless,False,nevertheless,70,82
<S_FX>,I know what the attempt to rebuild eventually destroyed it nevertheless,False,it,56,58
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nevertheless,True,it,70,72
<S_FG>,I know what the attempt to rebuild eventually destroyed nonetheless,True,nonetheless,56,67
<S_XG>,I know that the attempt to rebuild the apartment eventually destroyed nonetheless,False,nonetheless,70,81
<S_FX>,I know what the attempt to rebuild eventually destroyed it nonetheless,False,it,56,58
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nonetheless,True,it,70,72
<S_FG>,I know what the attempt to rebuild finally destroyed nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the apartment finally destroyed nevertheless,False,nevertheless,67,79
<S_FX>,I know what the attempt to rebuild finally destroyed it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nevertheless,True,it,67,69
<S_FG>,I know what the attempt to rebuild finally destroyed nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the apartment finally destroyed nonetheless,False,nonetheless,67,78
<S_FX>,I know what the attempt to rebuild finally destroyed it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the apartment finally destroyed it nonetheless,True,it,67,69
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the car eventually ruined nevertheless,False,nevertheless,61,73
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nevertheless,True,it,61,63
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the car eventually ruined nonetheless,False,nonetheless,61,72
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the car eventually ruined it nonetheless,True,it,61,63
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the car finally ruined nevertheless,False,nevertheless,58,70
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the car finally ruined it nevertheless,True,it,58,60
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the car finally ruined nonetheless,False,nonetheless,58,69
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the car finally ruined it nonetheless,True,it,58,60
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the bike eventually ruined nevertheless,False,nevertheless,62,74
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nevertheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the bike eventually ruined nonetheless,False,nonetheless,62,73
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the bike eventually ruined it nonetheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the bike finally ruined nevertheless,False,nevertheless,59,71
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nevertheless,True,it,59,61
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the bike finally ruined nonetheless,False,nonetheless,59,70
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the bike finally ruined it nonetheless,True,it,59,61
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the washing machine eventually ruined nevertheless,False,nevertheless,73,85
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nevertheless,True,it,73,75
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the washing machine eventually ruined nonetheless,False,nonetheless,73,84
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the washing machine eventually ruined it nonetheless,True,it,73,75
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the washing machine finally ruined nevertheless,False,nevertheless,70,82
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nevertheless,True,it,70,72
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the washing machine finally ruined nonetheless,False,nonetheless,70,81
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the washing machine finally ruined it nonetheless,True,it,70,72
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the drier eventually ruined nevertheless,False,nevertheless,63,75
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nevertheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the drier eventually ruined nonetheless,False,nonetheless,63,74
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the drier eventually ruined it nonetheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the drier finally ruined nevertheless,False,nevertheless,60,72
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nevertheless,True,it,60,62
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the drier finally ruined nonetheless,False,nonetheless,60,71
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the drier finally ruined it nonetheless,True,it,60,62
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the ceiling eventually ruined nevertheless,False,nevertheless,65,77
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nevertheless,True,it,65,67
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the ceiling eventually ruined nonetheless,False,nonetheless,65,76
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the ceiling eventually ruined it nonetheless,True,it,65,67
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the ceiling finally ruined nevertheless,False,nevertheless,62,74
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nevertheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the ceiling finally ruined nonetheless,False,nonetheless,62,73
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the ceiling finally ruined it nonetheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild eventually ruined nevertheless,True,nevertheless,53,65
<S_XG>,I know that the attempt to rebuild the apartment eventually ruined nevertheless,False,nevertheless,67,79
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nevertheless,True,it,67,69
<S_FG>,I know what the attempt to rebuild eventually ruined nonetheless,True,nonetheless,53,64
<S_XG>,I know that the attempt to rebuild the apartment eventually ruined nonetheless,False,nonetheless,67,78
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,it,53,55
<S_XX>,I know that the attempt to rebuild the apartment eventually ruined it nonetheless,True,it,67,69
<S_FG>,I know what the attempt to rebuild finally ruined nevertheless,True,nevertheless,50,62
<S_XG>,I know that the attempt to rebuild the apartment finally ruined nevertheless,False,nevertheless,64,76
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nevertheless,True,it,64,66
<S_FG>,I know what the attempt to rebuild finally ruined nonetheless,True,nonetheless,50,61
<S_XG>,I know that the attempt to rebuild the apartment finally ruined nonetheless,False,nonetheless,64,75
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,it,50,52
<S_XX>,I know that the attempt to rebuild the apartment finally ruined it nonetheless,True,it,64,66
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the car eventually wrecked nevertheless,False,nevertheless,62,74
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nevertheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the car eventually wrecked nonetheless,False,nonetheless,62,73
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the car eventually wrecked it nonetheless,True,it,62,64
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the car finally wrecked nevertheless,False,nevertheless,59,71
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nevertheless,True,it,59,61
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the car finally wrecked nonetheless,False,nonetheless,59,70
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the car finally wrecked it nonetheless,True,it,59,61
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the bike eventually wrecked nevertheless,False,nevertheless,63,75
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nevertheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the bike eventually wrecked nonetheless,False,nonetheless,63,74
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the bike eventually wrecked it nonetheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the bike finally wrecked nevertheless,False,nevertheless,60,72
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nevertheless,True,it,60,62
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the bike finally wrecked nonetheless,False,nonetheless,60,71
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the bike finally wrecked it nonetheless,True,it,60,62
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the washing machine eventually wrecked nevertheless,False,nevertheless,74,86
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nevertheless,True,it,74,76
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the washing machine eventually wrecked nonetheless,False,nonetheless,74,85
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the washing machine eventually wrecked it nonetheless,True,it,74,76
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the washing machine finally wrecked nevertheless,False,nevertheless,71,83
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nevertheless,True,it,71,73
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the washing machine finally wrecked nonetheless,False,nonetheless,71,82
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nonetheless,True,it,71,73
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the drier eventually wrecked nevertheless,False,nevertheless,64,76
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nevertheless,True,it,64,66
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the drier eventually wrecked nonetheless,False,nonetheless,64,75
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the drier eventually wrecked it nonetheless,True,it,64,66
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the drier finally wrecked nevertheless,False,nevertheless,61,73
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nevertheless,True,it,61,63
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the drier finally wrecked nonetheless,False,nonetheless,61,72
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nonetheless,True,it,61,63
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the ceiling eventually wrecked nevertheless,False,nevertheless,66,78
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nevertheless,True,it,66,68
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the ceiling eventually wrecked nonetheless,False,nonetheless,66,77
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the ceiling eventually wrecked it nonetheless,True,it,66,68
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the ceiling finally wrecked nevertheless,False,nevertheless,63,75
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nevertheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the ceiling finally wrecked nonetheless,False,nonetheless,63,74
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nonetheless,True,it,63,65
<S_FG>,I know what the attempt to rebuild eventually wrecked nevertheless,True,nevertheless,54,66
<S_XG>,I know that the attempt to rebuild the apartment eventually wrecked nevertheless,False,nevertheless,68,80
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nevertheless,True,it,68,70
<S_FG>,I know what the attempt to rebuild eventually wrecked nonetheless,True,nonetheless,54,65
<S_XG>,I know that the attempt to rebuild the apartment eventually wrecked nonetheless,False,nonetheless,68,79
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,it,54,56
<S_XX>,I know that the attempt to rebuild the apartment eventually wrecked it nonetheless,True,it,68,70
<S_FG>,I know what the attempt to rebuild finally wrecked nevertheless,True,nevertheless,51,63
<S_XG>,I know that the attempt to rebuild the apartment finally wrecked nevertheless,False,nevertheless,65,77
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nevertheless,True,it,65,67
<S_FG>,I know what the attempt to rebuild finally wrecked nonetheless,True,nonetheless,51,62
<S_XG>,I know that the attempt to rebuild the apartment finally wrecked nonetheless,False,nonetheless,65,76
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,it,51,53
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nonetheless,True,it,65,67
